ECC1-DC1_S1_merged_R1	CORTIOU
ECC1-DR1_S12_merged_R1	CORTIOU
ECC4-DC6_S2_merged_R1	CORTIOU
ECC4-DR2_S3_merged_R1	CORTIOU
ECC5-DC6_S4_merged_R1	CORTIOU
ECC5-DR2-2_S5_merged_R1	CORTIOU
ECR1-DC1_S6_merged_R1	RIOU
ECR1-DR1_S7_merged_R1	RIOU
ECR2-DC1_S8_merged_R1	RIOU
ECR2-DR1-3_S9_merged_R1	RIOU
ECR5-DC2_S10_merged_R1	RIOU
ECR5-DR2-3_S11_merged_R1	RIOU
